timestamp,account_type,account_action,account_id,job_id
2018-06-14 22:54:39,EMPLOYER,REMOVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,468300
2018-06-14 11:22:57,EMPLOYER,REMOVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,344909
2018-06-14 06:22:34,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,615734
2018-06-17 02:43:25,USER,SAVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,615734
2018-06-14 06:32:25,EMPLOYER,ADD_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,402905
2018-06-16 13:00:14,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,641569
2018-06-16 11:34:09,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,963775
2018-06-15 10:48:16,USER,SAVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,644586
2018-06-15 12:58:45,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,910101
2018-06-13 20:31:15,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,705921
2018-06-16 13:42:07,USER,SAVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,691257
2018-06-13 05:59:19,EMPLOYER,ADD_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,846820
2018-06-16 09:22:46,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,351849
2018-06-16 00:25:57,EMPLOYR,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,470222
2018-06-17 11:33:41,EMPLOYER,REMOVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,645127
2018-06-17 12:32:11,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,124968
2018-06-14 17:22:28,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,672188
2018-06-17 10:06:51,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,813416
2018-06-13 14:38:50,EMPLOYER,REMOVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,846820
2018-06-13 23:23:06,EMPLOYER,ADD_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,788746
2018-06-16 00:17:14,USER,SAVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,615734
2018-06-14 10:03:00,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,691257
2018-06-12 09:21:18,EMPLOYER,ADD_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,869996
2018-06-12 09:06:45,USER,SAVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,309027
2018-06-15 15:23:16,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,516713
2018-06-16 14:19:42,EMPLOYER,ADD_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,877979
2018-06-14 08:16:52,EMPLOYER,REMOVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,644586
2018-06-14 05:59:27,USER,SAVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,963775
2018-06-17 06:18:30,EMPLOYER,ADD_JOB,c68c93a2-061d-4e6f-9685-173c34974265,839511
2018-06-14 11:06:16,EMPLOYER,ADD_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,448227
2018-06-13 07:51:47,USER,SAVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,402905
2018-06-13 13:34:01,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,963775
2018-06-12 21:32:58,EMPLOYER,REMOVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,839511
2018-06-12 20:01:04,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,699915
2018-06-13 10:09:57,USER,SAVE_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,705921
2018-06-17 15:59:51,EMPLOYER,ADD_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,881068
2018-06-15 19:25:26,EMPLOYER,ADD_JOB,0c36032f-907a-4d24-a364-9b4548a45aac,299846
2018-06-15 21:09:14,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,172821
2018-06-12 14:58:33,EMPLOYER,REMOVE_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,470222
2018-06-17 13:19:22,EMPLOYER,ADD_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,179039
2018-06-13 17:24:58,USER,SAVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,881068
2018-06-17 16:50:03,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,777610
2018-06-14 11:23:17,USER,SAVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,516713
2018-06-16 11:04:39,USER,SAVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,910101
2018-06-15 20:22:25,USER,SAVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,881068
2018-06-14 02:31:46,EMPLOYER,REMOVE_JOB,0c36032f-907a-4d24-a364-9b4548a45aac,299846
2018-06-13 14:10:37,EMPLOYER,REMOVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,516713
2018-06-13 16:01:31,USER,SAVE_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,877979
2018-06-12 13:01:53,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,829065
2018-06-16 15:50:43,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,410044
2018-06-14 17:46:47,EMPLOYER,ADD_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,897393
2018-06-13 07:24:42,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,410044
2018-06-15 14:43:13,EMPLOYER,ADD_JOB,c68c93a2-061d-4e6f-9685-173c34974265,572393
2018-06-13 07:32:25,USER,SAVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,778290
2018-06-15 21:27:02,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,267362
2018-06-13 19:23:36,EMPLOYER,REMOVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,910101
2018-06-15 05:00:31,EMPLOYER,ADD_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,898828
2018-06-16 10:30:33,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,670813
2018-06-14 11:21:46,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,458589
2018-06-14 23:53:02,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,458319
2018-06-12 23:24:40,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,276659
2018-06-13 09:22:24,EMPLOYER,REMOVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,615734
2018-06-14 03:38:09,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,267362
2018-06-15 15:40:27,EMPLOYER,REMOVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,881068
2018-06-13 00:31:53,EMPLOYER,REMOVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,572393
2018-06-17 14:44:15,EMPLOYER,REMOVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,897393
2018-06-17 02:09:42,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,636613
2018-06-13 13:06:57,USER,SAVE_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,813416
2018-06-12 11:52:35,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,881942
2018-06-15 10:10:27,USER,SAVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,636613
2018-06-14 19:18:06,USER,SAVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,458589
2018-06-17 13:34:52,EMPLOYER,REMOVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,458589
2018-06-13 04:43:36,EMPLOYER,ADD_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,658305
2018-06-13 01:30:18,EMPLOYER,REMOVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,658305
2018-06-15 12:15:01,EMPLOYER,REMOVE_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,788746
2018-06-12 11:40:39,EMPLOYER,REMOVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,351849
2018-06-15 14:16:28,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,498270
2018-06-14 00:04:53,EMPLOYER,REMOVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,778290
2018-06-15 07:47:55,EMPLOYER,ADD_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,511802
2018-06-17 02:40:41,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,609024
2018-06-15 15:08:06,EMPLOYER,REMOVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,609024
2018-06-15 07:26:41,USER,SAVE_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,699915
2018-06-16 15:35:22,EMPLOYER,REMOVE_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,898441
2018-06-15 18:09:28,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,496030
2018-06-13 07:58:02,EMPLOYER,REMOVE_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,898828
2018-06-12 10:01:35,EMPLOYER,ADD_JOB,c68c93a2-061d-4e6f-9685-173c34974265,390893
2018-06-15 22:14:58,EMPLOYER,REMOVE_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,877979
2018-06-13 05:21:09,EMPLOYER,ADD_JOB,c68c93a2-061d-4e6f-9685-173c34974265,460731
2018-06-14 04:50:18,USER,SAVE_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,172821
2018-06-16 17:48:12,EMPLOYER,ADD_JOB,0c36032f-907a-4d24-a364-9b4548a45aac,865154
2018-06-14 14:00:17,EMPLOYER,REMOVE_JOB,0c36032f-907a-4d24-a364-9b4548a45aac,865154
2018-06-16 01:04:37,EMPLOYER,REMOVE_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,672188
2018-06-17 03:39:41,EMPLOYER,ADD_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,209243
2018-06-12 10:38:35,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,396682
2018-06-14 03:45:21,EMPLOYER,ADD_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,159185
2018-06-15 15:17:47,USER,SAVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,390893
2018-06-15 18:55:24,EMPLOYER,REMOVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,390893
2018-06-14 00:25:23,USER,SAVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,511802
2018-06-15 10:22:20,USER,SAV_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,402905
2018-06-14 10:59:03,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,881999
2018-06-16 09:34:29,USER,SAVE_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,159185
2018-06-16 23:50:50,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,258651
2018-06-16 07:14:37,EMPLOYER,ADD_JOB,c68c93a2-061d-4e6f-9685-173c34974265,598461
2018-06-14 06:59:14,USER,SAVE_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,777610
2018-06-17 11:26:56,USER,SAVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,598461
2018-06-16 13:59:20,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,179178
2018-06-13 11:38:11,USER,SAVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,598461
2018-06-17 14:17:07,EMPLOYER,ADD_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,668712
2018-06-15 18:44:26,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,997071
2018-06-13 01:15:54,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,191802
2018-06-13 15:37:24,EMPLOYER,REMOVE_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,396682
2018-06-16 08:19:55,EMPLOYER,REMOVE_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,159185
2018-06-12 07:13:57,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,300146
2018-06-16 23:31:44,USER,SAVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,668712
2018-06-12 22:41:31,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,208599
2018-06-13 22:33:56,EMPLOYER,REMOVE_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,258651
2018-06-16 15:29:33,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,614004
2018-06-14 10:17:09,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,971543
2018-06-14 10:28:35,EMPLOYER,REMOVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,614004
2018-06-15 21:09:24,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,959289
2018-06-12 21:59:19,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,886327
2018-06-16 17:04:56,USER,SAVE_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,881942
2018-06-15 08:26:38,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,994077
2018-06-16 19:57:42,EMPLOYER,ADD_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,397607
2018-06-16 23:40:05,EMPLOYER,REMOVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,460731
2018-06-17 17:44:30,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,997071
2018-06-16 10:25:15,USER,SAVE_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,705921
2018-06-13 07:14:07,USER,SAVE_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,179178
2018-06-16 17:31:53,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,636613
2018-06-16 23:52:59,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,772714
2018-06-12 18:31:47,EMPLOYER,REMOVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,598461
2018-06-12 12:53:38,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,829065
2018-06-13 00:57:59,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,256643
2018-06-14 01:34:28,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,608743
2018-06-12 20:41:27,EMPLOYER,REMOVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,971543
2018-06-15 07:49:49,EMPLOYER,REMOVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,300146
2018-06-13 13:44:35,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,823435
2018-06-15 01:58:35,EMPLOYER,REMOVE_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,869996
2018-06-16 00:06:25,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,824097
2018-06-16 09:34:58,EMPLOYER,ADD_JOB,c68c93a2-061d-4e6f-9685-173c34974265,377708
2018-06-12 18:30:24,EMPLOYER,REMOVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,208599
2018-06-12 17:44:52,EMPLOYER,ADD_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,608989
2018-06-12 10:40:30,EMPLOYER,REMOVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,256643
2018-06-14 11:40:02,USER,SAVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,959289
2018-06-12 23:42:43,EMPLOYER,ADD_JOB,c68c93a2-061d-4e6f-9685-173c34974265,795694
2018-06-13 07:31:48,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,941014
2018-06-12 17:52:06,EMPLOYER,ADD_JOB,0c36032f-907a-4d24-a364-9b4548a45aac,799960
2018-06-12 17:09:56,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,941014
2018-06-16 04:27:59,EMPLOYER,REMOVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,397607
2018-06-16 04:39:28,EMPLOYER,REMOVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,402905
2018-06-17 13:56:02,USER,SAVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,309027
2018-06-15 11:19:52,EMPLOYER,ADD_JOB,0c36032f-907a-4d24-a364-9b4548a45aac,667907
2018-06-14 16:31:10,EMPLOYER,REMOVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,377708
2018-06-16 08:59:27,EMPLOYER,ADD_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,766464
2018-06-14 01:05:56,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,705121
2018-06-14 07:38:32,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,942863
2018-06-12 23:01:32,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,495209
2018-06-15 06:06:15,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,824097
2018-06-15 19:12:05,EMPLOYER,ADD_JOB,c68c93a2-061d-4e6f-9685-173c34974265,293070
2018-06-16 22:46:12,EMPLOYER,ADD_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,156788
2018-06-17 10:40:25,EMPLOYER,ADD_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,531184
2018-06-12 19:07:57,USER,SAVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,795694
2018-06-12 11:00:35,USER,SAVE_JOB,c68c93a2-061d-4e6f-9685-173c34974265,795694
2018-06-14 12:43:46,EMPLOYER,REMOVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,668712
2018-06-12 15:52:59,EMPLOYER,REMOVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,531184
2018-06-14 07:07:41,EMPLOYER,REMOVE_JOB,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,608989
2018-06-13 21:21:05,EMPLOYER,REMOVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,994077
2018-06-13 21:07:10,EMPLOYER,REMOVE_JOB,b07587a5-435d-4487-93ec-a41660f10b43,942863
2018-06-16 21:29:41,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,337170
2018-06-17 13:21:35,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,732802
2018-06-15 17:32:59,USER,SAVE_JO,c681a75e-e3dc-48dd-826c-e2a9c84ae2b4,402905
2018-06-17 02:08:30,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,793839
2018-06-16 14:07:11,EMPLOYER,REMOVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,209243
2018-06-13 06:39:10,USER,SAVE_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,388536
2018-06-13 03:57:56,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,578870
2018-06-15 11:05:10,EMPLOYER,ADD_JOB,b07587a5-435d-4487-93ec-a41660f10b43,810090
2018-06-16 14:36:57,EMPLOYER,REMOVE_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,813416
2018-06-17 10:46:53,EMPLOYER,ADD_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,431704
2018-06-15 16:34:58,USER,SAVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,823435
2018-06-17 03:01:14,USER,SAVE_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,337170
2018-06-13 01:47:25,EMPLOYER,ADD_JOB,c68c93a2-061d-4e6f-9685-173c34974265,399984
2018-06-12 20:16:58,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,480125
2018-06-13 02:34:34,EMPLOYER,REMOVE_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,156788
2018-06-14 18:20:50,USER,SAVE_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,766464
2018-06-17 09:40:43,EMPLOYER,ADD_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,157866
2018-06-15 22:59:24,EMPLOYER,REMOVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,608743
2018-06-15 15:14:28,EMPLOYER,REMOVE_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,641569
2018-06-16 22:26:38,EMPLOYER,ADD_JOB,560c6365-0e90-462f-ab48-451aa3854fb7,512785
2018-06-17 17:14:48,USER,SAVE_JOB,8755c299-5927-4d3b-b56c-e1aa17526398,495209
2018-06-17 10:16:00,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,346499
2018-06-12 09:05:35,USER,SAVE_JOB,93dcb4ed-c0da-4d85-aca3-1082c399ee48,881942
2018-06-15 13:13:08,EMPLOYER,ADD_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,279658
2018-06-17 05:16:39,EMPLOYER,ADD_JOB,d492b954-7a15-4ecd-8609-7cbc254649e3,526417
2018-06-15 14:05:41,EMPLOYER,ADD_JOB,04ab2db6-b08f-4034-b1e7-631500d40c03,858221
2018-06-13 12:11:56,EMPLOYER,ADD_JOB,744d5e61-48a4-4638-ad1e-89cb3b397f5e,325092
